"user_id","ts","impression_time","deal_id","swipe_direction"
"10134011588060","1530731730205","34642","40000010","SWIPED_OUT"
"10134011588060","1530731749585","19406","40000011","SWIPED_IN"
"10134011588060","1530731939617","7274","20000040","SWIPED_IN"
"10134011588060","1530731945285","5779","20000038","SWIPED_OUT"
"10134011588060","1530731951290","4587","20000037","SWIPED_OUT"
"10134011588060","1530731955260","5288","20000042","SWIPED_OUT"
"10134011588060","1530731961593","6040","20000043","SWIPED_OUT"
"10134011588060","1530731962628","1472","20000045","SWIPED_OUT"
"10134011588060","1530731964567","1787","20000039","SWIPED_OUT"
"10134011588060","1530731968562","4114","20000046","SWIPED_IN"
"10134011588060","1530731971587","3003","20000041","SWIPED_OUT"
"10134011588060","1530731982635","11104","20000038","SWIPED_OUT"
"10134011588060","1530731983481","841","20000037","SWIPED_OUT"
"10134011588060","1530732137862","1506","30000052","SWIPED_OUT"
"10134011588060","1530732149660","11772","30000056","SWIPED_OUT"
"10134011588060","1530732153809","4149","30000055","SWIPED_OUT"
"10134011588060","1530732159600","4299","30000057","SWIPED_IN"
"10134011588060","1530732192341","34033","30000054","SWIPED_OUT"
"10134011588060","1530732196082","3948","30000053","SWIPED_IN"
"10134011588060","1530732206890","10774","30000047","SWIPED_IN"
"10134011588060","1530732214574","7484","30000048","SWIPED_IN"
"10134011588060","1530732218945","4591","30000049","SWIPED_OUT"
"10134011588060","1530732223882","4941","30000050","SWIPED_OUT"
"10134011588060","1530732228714","4823","30000051","SWIPED_IN"
"10160362424221","1531004182356","5241","40000010","SWIPED_OUT"
"10160362424221","1531004183245","808","40000011","SWIPED_OUT"
"10160362424221","1531004188840","5749","40000010","SWIPED_OUT"
"10160362424221","1531004189763","921","40000011","SWIPED_OUT"
"10160362424221","1531004191171","1416","40000012","SWIPED_IN"
"10160362424221","1531004191885","670","40000013","SWIPED_OUT"
"10160362424221","1531004192408","568","40000014","SWIPED_OUT"
"10160362424221","1531004192991","576","40000015","SWIPED_OUT"
"10160362424221","1531004193609","628","40000016","SWIPED_OUT"
"10160362424221","1531004195298","660","40000017","SWIPED_OUT"
"10160362424221","1531004195407","651","40000018","SWIPED_OUT"
"10160362424221","1531004196021","1071","20000040","SWIPED_IN"
"10160362424221","1531004196630","615","20000037","SWIPED_IN"
"10160362424221","1531004197890","1280","20000042","SWIPED_OUT"
"10160362424221","1531004198450","561","20000043","SWIPED_OUT"
"10160362424221","1531004199618","1171","20000045","SWIPED_OUT"
"10160362424221","1531004200337","651","20000039","SWIPED_OUT"
"10160362424221","1531004200914","592","20000046","SWIPED_OUT"
"10160362424221","1531004201472","581","20000041","SWIPED_OUT"
"10160362424221","1531004202045","601","20000044","SWIPED_OUT"
"10160362424221","1531004212482","10360","30000002","SWIPED_OUT"
"10160362424221","1531004213408","982","30000054","SWIPED_OUT"
"10160362424221","1531004214132","736","30000053","SWIPED_OUT"
"10160362424221","1531004215036","886","30000051","SWIPED_OUT"
"10160362424221","1531004216511","1489","30000052","SWIPED_OUT"
"10160362424221","1531004218133","1632","20000028","SWIPED_OUT"
"10160362424221","1531004219037","887","31000002","SWIPED_OUT"
"10160362424221","1531004219741","726","21000028","SWIPED_OUT"
"10160362424221","1531004293194","2271","20000026","SWIPED_IN"
"10160362424221","1531004294520","1422","40000005","SWIPED_OUT"
"10160362424221","1531004295459","952","40000006","SWIPED_OUT"
"10160362424221","1531004296417","957","40000007","SWIPED_OUT"
"10160362424221","1531004298489","2020","40000008","SWIPED_OUT"
"10160362424221","1531004299421","836","40000009","SWIPED_OUT"
"10160362424221","1531004300236","770","30000001","SWIPED_OUT"
"10160362424221","1531004301150","640","30000003","SWIPED_OUT"
"10160362424221","1531004302592","1812","30000056","SWIPED_OUT"
"10160362424221","1531004303539","1034","30000055","SWIPED_OUT"
"10160362424221","1531004305180","1634","30000057","SWIPED_IN"
"10160362424221","1531004306669","1505","30000047","SWIPED_OUT"
"10160362424221","1531004307330","601","30000048","SWIPED_OUT"
"10160362424221","1531004307914","630","30000049","SWIPED_OUT"
"10160362424221","1531004308595","690","30000050","SWIPED_OUT"
"10160362424221","1531004320091","4996","20000030","SWIPED_OUT"
"10160362424221","1531004320572","534","20000032","SWIPED_OUT"
"10160362424221","1531004321129","552","20000034","SWIPED_OUT"
"10160362424221","1531004322193","1056","20000036","SWIPED_OUT"
"10160362424221","1531004323130","954","20000031","SWIPED_OUT"
"10160329988703","1531087768195","3644","40000010","SWIPED_IN"
"10160329988703","1531087770666","2539","40000011","SWIPED_IN"
"10160329988703","1531087771799","1168","40000012","SWIPED_IN"
"10160329988703","1531087772764","969","40000013","SWIPED_IN"
"10160329988703","1531087773610","839","40000014","SWIPED_IN"
"10160329988703","1531087774352","748","40000015","SWIPED_IN"
"10160329988703","1531087775078","730","40000016","SWIPED_IN"
"10160329988703","1531087776089","1009","40000018","SWIPED_IN"
"10160329988703","1531087793194","17055","20000040","SWIPED_IN"
"10160329988703","1531087800705","7530","20000037","SWIPED_IN"
"10160329988703","1531087809898","8186","20000042","SWIPED_IN"
"10160329988703","1531087813186","698","20000046","SWIPED_IN"
"10160329988703","1531087814543","675","20000044","SWIPED_IN"
"10160329988703","1531087881206","1182","30000052","SWIPED_OUT"
"10160329988703","1531087891863","10625","20000026","SWIPED_IN"
"10160329988703","1531087894967","3109","20000033","SWIPED_IN"
"10128184954279","1531090907507","1371","40000013","SWIPED_OUT"
"10128184954279","1531090939289","15668","40000016","SWIPED_IN"
"10128184954279","1531090959239","19909","40000018","SWIPED_OUT"
"10128184954279","1531090968673","9458","20000040","SWIPED_IN"
"10128184954279","1531090972009","3387","20000037","SWIPED_IN"
"10128184954279","1531090977616","1156","20000039","SWIPED_IN"
"10128184954279","1531091060276","1091","20000032","SWIPED_IN"
"10128184954279","1531091125815","22337","20000033","SWIPED_IN"
"10160329988703","1531087809982","1131","20000043","SWIPED_IN"
"10160329988703","1531087897834","2856","21000033","SWIPED_IN"
"10128184954279","1531090911578","1093","40000014","SWIPED_IN"
"10128184954279","1531090917053","2274","40000015","SWIPED_OUT"
"10128184954279","1531090973469","1589","20000042","SWIPED_OUT"
"10128184954279","1531090978528","878","20000046","SWIPED_IN"
"10128184954279","1531091061263","1018","20000034","SWIPED_IN"
"10128184954279","1531091100709","29105","20000035","SWIPED_IN"
"10160329988703","1531087811775","1781","20000045","SWIPED_IN"
"10160329988703","1531087813871","682","20000041","SWIPED_IN"
"10128184954279","1531090897504","9496","40000010","SWIPED_OUT"
"10128184954279","1531090975115","1679","20000043","SWIPED_IN"
"10128184954279","1531090980994","2239","20000041","SWIPED_IN"
"10128184954279","1531091062358","977","20000036","SWIPED_IN"
"10160329988703","1531087812491","718","20000039","SWIPED_IN"
"10160329988703","1531087876565","15392","30000053","SWIPED_OUT"
"10160329988703","1531087880054","3507","30000051","SWIPED_OUT"
"10160329988703","1531087899119","1325","21000026","SWIPED_IN"
"10128184954279","1531090899471","1930","40000011","SWIPED_IN"
"10128184954279","1531090903780","2069","40000012","SWIPED_IN"
"10128184954279","1531090976497","1365","20000045","SWIPED_OUT"
"10128184954279","1531090983093","2131","20000044","SWIPED_OUT"
"10128184954279","1531090987674","4590","40000017","SWIPED_IN"
"10128184954279","1531091059407","3113","20000030","SWIPED_IN"
"10128184954279","1531091063311","915","20000031","SWIPED_IN"
"10128184954279","1531091066653","3245","20000028","SWIPED_IN"
"10128184954279","1531091071677","4903","20000047","SWIPED_IN"
"10134011588060","1531137993595","24118","20000042","SWIPED_OUT"
"10134011588060","1531138020218","26663","20000043","SWIPED_IN"
"10134011588060","1531138021360","960","20000045","SWIPED_IN"
"10134011588060","1531138022129","965","20000039","SWIPED_IN"
"10134011588060","1531138023016","920","20000041","SWIPED_IN"
"10134011588060","1531138023848","827","20000037","SWIPED_IN"
"10134011588060","1531138025128","1278","40000012","SWIPED_IN"
"10134011588060","1531138028451","914","40000013","SWIPED_IN"
"10134011588060","1531138030105","837","40000014","SWIPED_IN"
"10134011588060","1531138030743","1071","40000015","SWIPED_IN"
"10134011588060","1531138031988","1041","40000016","SWIPED_IN"
"10134011588060","1531138032193","952","40000018","SWIPED_IN"
"10134011588060","1531138033894","1200","40000010","SWIPED_IN"
"10134011588060","1531138034579","1903","20000044","SWIPED_IN"
"10134011588060","1531138034877","1841","40000017","SWIPED_IN"
"10134011588060","1531138056512","21523","20000026","SWIPED_IN"
"10134011588060","1531138065415","8233","30000052","SWIPED_IN"
"10134011588060","1531138070427","4959","30000056","SWIPED_IN"
"10134011588060","1531138075375","5465","30000055","SWIPED_IN"
"10134011588060","1531138076679","1617","30000054","SWIPED_IN"
"10134011588060","1531138079568","2863","30000049","SWIPED_IN"
"10134011588060","1531138080582","846","30000050","SWIPED_IN"
"10134011588060","1531138081416","1031","30000001","SWIPED_IN"
"10134011588060","1531138113339","31673","30000002","SWIPED_OUT"
"10134011588060","1531138115218","2090","30000003","SWIPED_OUT"
"10134023845956","1531164171453","31804","40000012","SWIPED_OUT"
"10134023845956","1531164183250","11814","40000013","SWIPED_OUT"
"10134023845956","1531164191101","7836","40000014","SWIPED_IN"
"10134023845956","1531164195215","4146","40000015","SWIPED_IN"
"10134023845956","1531164199902","4654","40000016","SWIPED_IN"
"10134023845956","1531164213983","14084","40000018","SWIPED_IN"
"10134023845956","1531164217842","1588","20000037","SWIPED_IN"
"10134023845956","1531164222266","1054","20000043","SWIPED_IN"
"10134023845956","1531164223727","1510","20000039","SWIPED_IN"
"10134023845956","1531164250193","22361","20000041","SWIPED_IN"
"10134015329369","1531182703176","4742","40000011","SWIPED_IN"
"10134015329369","1531182710769","4912","40000013","SWIPED_IN"
"10134015329369","1531182716940","4884","40000014","SWIPED_IN"
"10134015329369","1531182741383","1963","40000016","SWIPED_IN"
"10134015329369","1531182745449","3031","40000018","SWIPED_IN"
"10134015329369","1531182750418","1118","20000037","SWIPED_IN"
"10134015329369","1531182764176","734","20000039","SWIPED_IN"
"10134015329369","1531182773538","7318","40000017","SWIPED_IN"
"10128184954279","1531228146155","31530","20000027","SWIPED_OUT"
"10128184954279","1531228189529","43420","20000033","SWIPED_OUT"
"10128184954279","1531228391691","23080","40000005","SWIPED_OUT"
"10128184954279","1531228461533","16911","20000035","SWIPED_OUT"
"10128184954279","1531228596542","12173","40000007","SWIPED_OUT"
"10128184954279","1531228615499","18945","40000008","SWIPED_OUT"
"10128184954279","1531228620562","5048","40000009","SWIPED_OUT"
"10128184954279","1531228671685","5545","40000013","SWIPED_OUT"
"10128184954279","1531228677664","6069","40000015","SWIPED_OUT"
"10128184954279","1531228697356","19656","40000018","SWIPED_OUT"
"10128184954279","1531228706080","1610","40000005","SWIPED_OUT"
"10128184954279","1531228708099","910","40000007","SWIPED_OUT"
"10128184954279","1531228710077","1027","40000009","SWIPED_OUT"
"10128184954279","1531228732843","22588","20000042","SWIPED_OUT"
"10128184954279","1531228737240","4394","20000045","SWIPED_OUT"
"10128184954279","1531228754825","2469","40000016","SWIPED_OUT"
"10128184954279","1531228757737","2890","40000017","SWIPED_OUT"
"10128184954279","1531228778291","19458","30000001","SWIPED_OUT"
"10128184954279","1531228858033","9487","30000003","SWIPED_OUT"
"10128184954279","1531228860783","2930","20000231","SWIPED_OUT"
"10128184954279","1531228864005","3114","20000040","SWIPED_OUT"
"10128184954279","1531228874892","1090","20000037","SWIPED_OUT"
"10128184954279","1531228877167","873","20000039","SWIPED_OUT"
"10128184954279","1531228891959","11726","30000052","SWIPED_OUT"
"10128184954279","1531228894162","2294","30000053","SWIPED_OUT"
"10128184954279","1531228897695","3450","30000047","SWIPED_OUT"
"10128184954279","1531228900368","1489","30000049","SWIPED_OUT"
"10128184954279","1531228901533","1326","30000050","SWIPED_OUT"
"10128184954279","1531228903303","1759","30000051","SWIPED_OUT"
"10134015329369","1531250268732","1721","40000006","SWIPED_IN"
"10134015329369","1531250271344","2361","40000007","SWIPED_IN"
"10134015329369","1531250274474","2149","40000009","SWIPED_IN"
"10134015329369","1531250276529","768","30000002","SWIPED_IN"
"10134015329369","1531250278048","686","30000052","SWIPED_IN"
"10134015329369","1531250286700","8603","30000053","SWIPED_IN"
"10134015329369","1531250288958","2239","30000047","SWIPED_IN"
"10134023845956","1531164124490","13549","40000010","SWIPED_OUT"
"10134023845956","1531164139621","15173","40000011","SWIPED_OUT"
"10134023845956","1531164215835","1800","20000040","SWIPED_IN"
"10134023845956","1531164220871","1207","20000042","SWIPED_IN"
"10134023845956","1531164223379","1032","20000045","SWIPED_IN"
"10134023845956","1531164227802","5662","20000046","SWIPED_IN"
"10134023845956","1531164257164","6969","20000044","SWIPED_IN"
"10134023845956","1531164274819","17684","40000017","SWIPED_IN"
"10134015329369","1531182697250","14493","40000010","SWIPED_IN"
"10134015329369","1531182706280","3479","40000012","SWIPED_IN"
"10134015329369","1531182739009","23862","40000015","SWIPED_IN"
"10134015329369","1531182749172","1889","20000040","SWIPED_IN"
"10134015329369","1531182756550","9864","20000042","SWIPED_IN"
"10134015329369","1531182760957","4731","20000043","SWIPED_IN"
"10134015329369","1531182763279","2285","20000045","SWIPED_IN"
"10134015329369","1531182764893","865","20000046","SWIPED_IN"
"10134015329369","1531182765503","694","20000041","SWIPED_IN"
"10134015329369","1531182766335","691","20000044","SWIPED_IN"
"10128184954279","1531228190713","1389","20000033","SWIPED_OUT"
"10128184954279","1531228444590","52936","20000047","SWIPED_OUT"
"10128184954279","1531228584373","72990","40000006","SWIPED_OUT"
"10128184954279","1531228666047","18483","40000010","SWIPED_OUT"
"10128184954279","1531228698795","1663","20000027","SWIPED_OUT"
"10128184954279","1531228704686","5715","20000047","SWIPED_OUT"
"10128184954279","1531228707183","1097","40000006","SWIPED_OUT"
"10128184954279","1531228709028","922","40000008","SWIPED_OUT"
"10128184954279","1531228741633","4409","20000044","SWIPED_OUT"
"10128184954279","1531228745379","3736","40000011","SWIPED_OUT"
"10128184954279","1531228749121","3676","40000012","SWIPED_OUT"
"10128184954279","1531228752356","3297","40000014","SWIPED_OUT"
"10128184954279","1531228758797","1108","20000029","SWIPED_OUT"
"10128184954279","1531228848359","2413","30000002","SWIPED_OUT"
"10128184954279","1531228874022","10132","20000038","SWIPED_OUT"
"10128184954279","1531228876278","1387","20000043","SWIPED_OUT"
"10128184954279","1531228878321","1101","20000046","SWIPED_OUT"
"10128184954279","1531228880178","1683","20000041","SWIPED_OUT"
"10128184954279","1531228898944","1325","30000048","SWIPED_OUT"
"10134015329369","1531250267222","13942","40000005","SWIPED_IN"
"10134015329369","1531250272103","1001","40000008","SWIPED_IN"
"10134015329369","1531250275701","1461","30000001","SWIPED_IN"
"10134015329369","1531250277224","744","30000003","SWIPED_IN"
"10134015329369","1531250289904","1171","30000048","SWIPED_IN"
"10134015329369","1531250291182","1274","30000049","SWIPED_IN"
"10134015329369","1531250292338","1134","30000050","SWIPED_IN"
"10134015329369","1531250300689","1274","30000051","SWIPED_IN"
"10128110003733","1531323828848","11876","40000010","SWIPED_IN"
"10128110003733","1531323833963","5075","40000011","SWIPED_IN"
"10128110003733","1531323837568","3648","40000012","SWIPED_IN"
"10128110003733","1531323843126","5530","40000013","SWIPED_IN"
"10128110003733","1531323847204","3940","40000014","SWIPED_IN"
"10128110003733","1531323851695","4639","40000015","SWIPED_IN"
"10128110003733","1531323853684","2005","40000016","SWIPED_IN"
"10128110003733","1531323857035","3376","40000018","SWIPED_IN"
"10128110003733","1531323883146","17046","20000040","SWIPED_IN"
"10128110003733","1531323884131","3381","20000037","SWIPED_IN"
"10128110003733","1531323886701","1403","20000042","SWIPED_IN"
"10128110003733","1531323889640","2826","20000043","SWIPED_IN"
"10128110003733","1531323891151","1589","20000045","SWIPED_IN"
"10128110003733","1531323899628","8425","20000039","SWIPED_IN"
"10134015329369","1531352868156","8061","20000044","SWIPED_IN"
"10128110003733","1531418141764","49277","20000046","SWIPED_IN"
"10128110003733","1531418142034","1590","20000041","SWIPED_IN"
"10128110003733","1531418151802","8457","20000044","SWIPED_IN"
"10134015329369","1531456777557","17357","40000010","SWIPED_IN"
"10134015329369","1531456783985","6478","40000011","SWIPED_IN"
"10134015329369","1531456787483","3478","40000012","SWIPED_IN"
"10134015329369","1531456789673","2179","40000013","SWIPED_IN"
"10134015329369","1531456792060","2295","40000014","SWIPED_IN"
"10134015329369","1531456793802","1888","40000015","SWIPED_IN"
